label,value
C,-0.3474433434734536
A,0.052616721511996256
B,1.969574543490056
C,-0.2705666161631842
B,1.293664278613667
C,
C,
B,
B,1.7747489967726753
C,-0.7005676722013904
B,
C,-0.9535179824714196
A,0.4510872539908934
C,-0.616900090210802
C,-0.741440518138468
C,-0.7756802155782503
B,1.9842733005778173
C,-0.1439499604459228
B,1.6208434312390807
B,1.184808895964319
B,1.3335267991812485
B,1.5948834837365005
A,0.4082471403314858
C,-0.344080279494734
B,1.3366939615707318
C,-0.6022783651376271
B,1.5741772238542833
C,-0.6529925169376999
C,-0.09028466503897116
C,-0.2777118182486452
C,-0.7657150494482567
C,-0.9490347843777072
B,1.7115244103833382
A,
C,-0.1778941033229291
B,1.2944080299427136
C,-0.8008447352650448
C,-0.5928718738628542
C,-0.6809974745841201
C,-0.0004317354120328965
C,
B,1.7768992337274794
C,-0.8463166995246629
B,1.4146545514143083
C,-0.8192343197832169
C,-0.6627994299360117
B,1.3236240802129449
C,-0.7053111423005503
B,1.759047117398209
C,-0.7554395985672258
B,1.89945079087232
B,1.7547538693105629
C,-0.7328217777967361
B,1.4952447612251367
B,1.855807440973157
B,1.7327130186677242
B,1.8343308348416056
C,-0.7493402385331194
C,-0.20374970844038495
B,1.6833817951789047
C,-0.10035670127045647
B,1.153266461954069
B,1.4043978002220785
C,-0.11951814637891656
C,-0.629034789336369
B,
C,-0.8021573086850046
C,
B,
A,
B,1.8184213725130016
C,-0.5013420695350861
A,
B,
A,
B,1.1738205930635124
B,1.6358791408494586
A,0.26974432531395043
B,1.7626294078822209
B,1.1620651275597522
C,-0.6405147867766725
B,1.823707104960496
C,-0.8131832056853707
B,
B,
C,-0.6455189332175586
B,1.7973966009644002
C,-0.3192820004316145
B,
B,1.2364596428536432
C,-0.18249781675161925
A,0.5783715263260412
C,-0.6170276174405216
A,0.9432966591268
C,-0.7431276029600108
A,
A,0.1334517368965319
B,1.4394483502528101
C,-0.2906779645642237
B,1.3626238513125566
B,
B,1.6843393499492816
B,1.9645384557139485
C,-0.5551595725673606
B,
C,-0.4931825431648167
C,-0.5799980027437691
C,-0.7520171398714927
C,-0.30767111001128233
C,-0.5288690396646907
C,-0.0331461087717454
B,1.112910890046622
B,
B,
C,-0.9685506610502542
A,
B,1.9177791176810317
B,1.4864048592772927
B,1.505841355924209
B,1.5335826997570732
B,
B,1.1810593862535177
B,1.5764851370942727
C,-0.043648130017865605
C,-0.7890075370503293
B,
C,-0.03215137552992986
C,-0.5841693919636027
A,
A,
B,1.5292279839973946
C,-0.8876342777174591
C,-0.5233877001383834
C,-0.09298528025551324
B,1.4590941323032731
B,1.473617037627628
C,-0.11325528399344707
C,-0.3317529568936666
C,-0.8343729777209965
B,1.2439251613817768
A,
B,1.0154168054950319
B,1.6768565166411975
C,-0.8011109347298758
A,
B,1.9156985177114825
C,
C,-0.9898372462951376
B,1.2754889977284198
C,-0.6716720911472059
C,-0.0625896256291214
C,-0.2262982663396573
B,1.9870842076384696
B,
B,
B,1.7285268621276253
B,
B,
A,
C,-0.3030872807875973
C,-0.6920942957324103
C,-0.6181476752224205
B,1.7147015026482866
A,
C,-0.9062267687517184
C,-0.7444496715270316
C,-0.5860353260705821
C,-0.6294738644230592
C,-0.9391851413682228
B,1.2663955632946151
C,-0.09266715487695244
C,-0.5668588674585133
C,-0.7987497901473025
B,1.8951233677265076
B,1.5881410670363132
A,0.3368421533222351
C,-0.8641895453247479
C,-0.5044631726550132
B,1.1173149607545043
C,-0.32541310324164563
B,1.0782067944776663
B,1.4472804720180827
A,
B,1.765717918637813
B,1.1175893543009874
C,-0.08961924376586572
C,-0.19349660750938746
C,-0.14645309153639696
B,1.2014827070117544
B,1.4379806457438051
C,-0.7301754308058545
C,-0.7114511798019301
C,-0.14629375540078027
C,-0.09228328084517713
C,-0.3966039259889751
B,
A,
B,1.9696252955542641
A,
C,-0.8634985112515681
B,1.1072384687729049
B,1.2774818387831195
A,0.7546052907943921
B,
C,-0.2682506306029443
C,-0.018641395297933072
C,-0.5410055311718659
A,0.9323509109519368
B,1.124973185498345
C,-0.6477606313718606
B,
C,-0.08253987468651247
B,1.6801985223361149
B,1.3733800270175425
B,1.5006764504361576
C,-0.8550355669595252
C,-0.5256517848317864
B,1.779085954546046
C,-0.6234731517660224
C,-0.8564011832463907
C,-0.6656729173317157
A,0.7766533755893289
B,1.3635219251217223
C,-0.014144271162060075
B,1.1207075237020487
C,-0.5135002539619691
C,-0.3397312702867443
C,
B,1.6309721918790605
C,-0.7335734689394756
C,-0.12361189502498605
B,1.4344129221279545
C,-0.5306550955111499
A,
C,-0.12624346739734005
B,1.3925562553463795
B,1.3402253007730025
C,-0.001093385546873549
B,
A,0.7233946273760097
C,-0.2948054056780447
C,-0.20351946046428396
C,-0.19842169596077766
C,-0.7875130091291982
B,1.1580816083847458
C,-0.12701209764409405
C,-0.675383229273984
B,1.4519533090977523
B,1.1439037386915056
C,-0.8606145965284179
B,
C,-0.6194016275868511
B,1.4694101781265902
C,-0.4760684075424248
B,1.5857219957562312
C,-0.5455605173060414
A,0.9903785365129224
C,-0.42169165079226895
C,-0.03462073725616255
A,
C,-0.8233586792073968
C,-0.2702375262915442
C,-0.3654066053759859
C,-0.6751674786232607
C,-0.3381815234857057
C,-0.22124652100998946
C,-0.6353593958048309
C,-0.355934462185599
C,-0.30120153086293466
A,
C,-0.15687631933643165
B,1.0346259226897725
B,
C,-0.5070938795203337
C,-0.3389241580115382
C,-0.319375043597649
B,1.920205324582516
C,-0.1328412805577246
C,-0.29999770973127626
C,-0.06734231259014234
A,0.9189955125521432
C,-0.7707966819472419
C,-0.1818491099350351
C,-0.038696820897262674
B,1.7354006043231809
C,-0.12831262422335232
C,-0.8495306880462059
C,-0.614667148163548
C,-0.6120596465325134
C,
B,
B,1.8555018881652556
C,-0.025483431020461026
C,-0.09342096719111348
C,-0.5882108917908707
C,-0.2897070003489701
C,-0.6761894719774284
B,
B,1.7480007288009696
C,-0.7394523511419185
A,
C,-0.5057106712330538
A,0.4089973705297481
C,-0.15167379755537844
B,1.1213900271058983
C,-0.8845524976920464
C,-0.3193611789068839
C,-0.7754839923340219
C,-0.11861014359146504
C,-0.8295238096681016
C,-0.03550311083061952
A,
C,-0.8233362140649154
B,1.2029383824485091
A,0.7321904794057136
B,1.9588060051886813
C,-0.3032520015322113
B,
A,0.8379579723545303
B,1.882993682845229
B,
C,-0.04722165920704291
C,-0.01043965671583702
C,-0.21053755272087726
C,-0.7885351004156942
B,1.0968835282665412
A,
C,-0.6145836549912418
B,1.175917294500488
B,1.245717809240261
C,-0.714177184432663
C,-0.9928580546462744
B,1.2211197294633385
B,1.5493843912836305
B,1.7834605274742452
B,1.522031261202388
A,0.3973381254879004
C,-0.7019042883478678
C,-0.25775579892204725
C,-0.3817926185647328
A,
C,-0.027482013544263828
B,1.176800695412207
B,1.9420882838829248
C,-0.30566269287378306
C,-0.28214630191031753
B,1.178068771330414
A,
C,-0.6675707083155291
C,-0.04884088810556053
B,1.4019563404191562
C,-0.07391430469689475
C,-0.49028878033043
B,1.8395120493519803
C,-0.7517712406461706
B,1.194351121111488
C,
C,-0.4557003854449485
C,-0.7032939928491975
B,1.0169946553775384
B,1.9286951183754288
A,
C,-0.4217387432391706
B,1.742294999493958
C,-0.2562709737572193
A,0.32531756699637604
C,-0.5733267321420756
C,-0.4381689259900269
C,-0.4231030026069774
C,-0.9637489227811176
C,-0.045295874197129216
B,1.33901781086919
B,1.171693328881387
C,-0.9949392750948168
C,-0.3748967234658816
B,1.9701808655115995
B,
C,-0.7616788709456529
C,-0.6373382638410989
B,1.7918161740859777
C,-0.4878348089450032
A,
B,
A,
C,-0.8771564872076291
C,-0.2552645534618437
C,-0.6004326312431846
B,1.6410912192286184
B,
B,1.9709601223176376
C,-0.08151714960038581
B,1.409271093716124
C,-0.9298563214373096
C,-0.9424375158277926
B,1.960120666870324
C,-0.7385637521362138
A,0.8377047309168256
B,
C,-0.4703491794514619
B,1.514959080001657
C,-0.9605167345016756
B,1.1671201128395885
C,-0.11887703753157175
A,
A,
B,1.4111625396819425
B,1.735320883896459
C,-0.5769256588289348
C,-0.2936999586611865
B,1.1345114691354352
C,-0.7639155144301761
C,-0.4059066334367474
B,1.5849083694549575
C,-0.03246569775448138
C,-0.11766541838728195
B,1.4728856912882886
C,-0.4061742534121241
C,-0.8594011675603256
C,-0.3018370998924601
C,-0.3656295015053696
B,1.6775124406879838
C,
A,
C,-0.7631735117674722
C,-0.6234167847660211
C,-0.8613036058611133
C,-0.8440042781381798
B,1.6322259422603445
C,-0.8428471723187675
C,-0.7530427780029907
A,
A,0.9681519453801566
B,1.9468273669454723
B,1.2797239957723563
C,-0.2724739764919194
C,-0.04947834786170146
C,-0.9694620901311152
C,-0.09522767089927542
C,-0.33056278881521184
C,-0.5202832897556481
B,1.6781299425126095
C,-0.6889240940420208
C,-0.6648236319430878
B,1.4257833195115683
C,-0.2978954708116172
B,1.3696711924148792
C,-0.2326754894134313
B,1.1915223908332206
C,-0.984696864480277
C,-0.40696109647699774
B,1.3615116275758452
B,1.3404993141274164
B,
A,0.4739968203450296
B,1.3300349890515664
C,-0.5654521492865325
C,-0.9049789292958708
C,-0.3429039076367336
C,
A,0.5379223884862395
B,1.6080184236524668
B,
B,
A,0.7407558758844901
B,1.6331764829601996
C,-0.5071846520104206
C,-0.18503289337140216
B,1.4149739957562986
B,1.2622456417348138
C,-0.97213267616294
C,-0.590630806438869
B,1.895815998167564
A,
C,
B,1.0276563876870766
B,
B,1.4824907487381234
C,-0.9421650168706172
B,1.6978860527946638
A,0.4645879057408157
B,1.7704551561512094
B,
B,1.1733113098675034
C,-0.8695978540025476
C,-0.3720925698470149
A,0.07695172390933447
A,0.5053096788205764
B,1.1749489196592475
B,1.242700080793666
B,1.3450697833628475
B,1.8368209429311049
B,1.0278980216568634
B,1.526534753666671
A,
B,1.6407758421260994
C,-0.297331712078281
C,-0.5722264749074918
B,1.3078073590242
A,
C,-0.07017680505349833
B,1.8363152034911088
B,1.083266791781106
B,
B,1.2901002747026622
C,-0.06605992419253115
B,1.0850047630997333
C,-0.7837933494965624
C,-0.19918399111881654
B,1.732467977384735
C,-0.9482481846428428
C,-0.7904433636523197
A,0.04903461980904433
B,1.6506586015095124
C,-0.5456916334002018
C,-0.0585753669291853
B,1.7060733118985625
C,-0.9603906211404768
C,-0.5210992851744187
B,1.4549108394268289
B,1.614073568275601
C,-0.16421352160764147
C,-0.11838576122283727
B,
B,1.7040687428364394
C,-0.5844254862082927
B,1.679057503666924
B,1.373065351351065
